obs_start,obs_end,length,iteration,distribution
7421064,7421064,1,4,unif
6951289,6951289,1,4,unif
4979291,4979291,1,4,unif
8028721,8028721,1,4,unif
5273640,5273640,1,4,unif
203166,203166,1,4,unif
1420477,1420477,1,4,unif
6614606,6614606,1,4,unif
1925267,1925267,1,4,unif
1049572,1049572,1,4,unif
1543859,1543859,1,4,unif
7441272,7441272,1,4,unif
4492492,4492492,1,4,unif
8798154,8798154,1,4,unif
5642480,5642480,1,4,unif
4762077,4762077,1,4,unif
203166,203275,110,4,unif
2384135,2384135,1,4,unif
7801924,7801924,1,4,unif
5924732,5924732,1,4,unif
7266053,7266053,1,4,unif
8173416,8173416,1,4,unif
7889003,7889003,1,4,unif
2266569,2266627,59,4,unif
6066771,6066771,1,4,unif
5050174,5050174,1,4,unif
7864509,7864509,1,4,unif
4403279,4403279,1,4,unif
802217,802217,1,4,unif
2851648,2851648,1,4,unif
2983261,2983261,1,4,unif
6044122,6044122,1,4,unif
2225930,2225995,66,4,unif
3949337,3949337,1,4,unif
6629470,6629470,1,4,unif
3994895,3994895,1,4,unif
9811203,9811203,1,4,unif
8761414,8761414,1,4,unif
4043340,4043340,1,4,unif
4195845,4195845,1,4,unif
5225157,5225157,1,4,unif
4301085,4301085,1,4,unif
6425079,6425079,1,4,unif
4486680,4486680,1,4,unif
3444793,3444793,1,4,unif
8065715,8065715,1,4,unif
5529221,5529275,55,4,unif
5011514,5011514,1,4,unif
6404747,6404747,1,4,unif
5329447,5329447,1,4,unif
9892338,9892338,1,4,unif
9628847,9628847,1,4,unif
9388475,9388475,1,4,unif
2887122,2887122,1,4,unif
4237249,4237249,1,4,unif
6549692,6549692,1,4,unif
8767850,8767850,1,4,unif
47007,47007,1,4,unif
1649584,1649584,1,4,unif
3414770,3414770,1,4,unif
8268346,8268346,1,4,unif
8222312,8222312,1,4,unif
9583569,9583569,1,4,unif
2580513,2580513,1,4,unif
6323087,6323087,1,4,unif
6791852,6791852,1,4,unif
7976270,7976270,1,4,unif
9442740,9442740,1,4,unif
6144039,6144039,1,4,unif
5979276,5979276,1,4,unif
8506624,8506624,1,4,unif
9032259,9032259,1,4,unif
9186664,9186664,1,4,unif
5110145,5110145,1,4,unif
2115608,2115608,1,4,unif
649049,649049,1,4,unif
8821608,8821608,1,4,unif
4589480,4589480,1,4,unif
8875847,8875847,1,4,unif
1570070,1570070,1,4,unif
7953175,7953175,1,4,unif
9427752,9427752,1,4,unif
5883651,5883651,1,4,unif
4260392,4260392,1,4,unif
5955735,5955735,1,4,unif
9115149,9115149,1,4,unif
2755626,2755626,1,4,unif
7288327,7288327,1,4,unif
5666407,5666407,1,4,unif
4820768,4820768,1,4,unif
9206022,9206022,1,4,unif
9424543,9424543,1,4,unif
4543730,4543730,1,4,unif
29035,29035,1,4,unif
6394248,6394248,1,4,unif
6539670,6539670,1,4,unif
6072851,6072851,1,4,unif
4947169,4947169,1,4,unif
1918050,1918117,68,4,unif
6640995,6640995,1,4,unif
2161332,2161332,1,4,unif
6610218,6610218,1,4,unif
9611395,9611405,11,4,unif
694866,694866,1,4,unif
5025571,5025571,1,4,unif
5052265,5052265,1,4,unif
9772687,9772687,1,4,unif
3860426,3860426,1,4,unif
6153579,6153579,1,4,unif
3229735,3229735,1,4,unif
8649055,8649055,1,4,unif
2883332,2883332,1,4,unif
2208552,2208552,1,4,unif
5845869,5845869,1,4,unif
9953856,9953856,1,4,unif
809172,809172,1,4,unif
3642360,3642360,1,4,unif
306263,306263,1,4,unif
9305307,9305307,1,4,unif
9967017,9967017,1,4,unif
8053788,8053788,1,4,unif
7270637,7270637,1,4,unif
9285369,9285369,1,4,unif
8374029,8374029,1,4,unif
6183632,6183632,1,4,unif
3592505,3592505,1,4,unif
6986248,6986248,1,4,unif
1498217,1498217,1,4,unif
3654776,3654776,1,4,unif
2157571,2157571,1,4,unif
3322712,3322712,1,4,unif
8227412,8227412,1,4,unif
5187721,5187753,33,4,unif
8472384,8472384,1,4,unif
8917504,8917504,1,4,unif
8967932,8967932,1,4,unif
9343878,9343878,1,4,unif
7374058,7374058,1,4,unif
3654016,3654016,1,4,unif
3524323,3524323,1,4,unif
5508882,5508882,1,4,unif
3435246,3435246,1,4,unif
7964203,7964203,1,4,unif
3906430,3906430,1,4,unif
1971189,1971189,1,4,unif
3005516,3005516,1,4,unif
7778596,7778596,1,4,unif
9759679,9759679,1,4,unif
8126621,8126621,1,4,unif
4267017,4267017,1,4,unif
7706705,7706705,1,4,unif
9959960,9959960,1,4,unif
9610464,9610464,1,4,unif
1806232,1806232,1,4,unif
7605920,7605920,1,4,unif
8071410,8071410,1,4,unif
8355667,8355667,1,4,unif
1422691,1422691,1,4,unif
8375693,8375693,1,4,unif
843128,843128,1,4,unif
3387865,3387865,1,4,unif
7974839,7974839,1,4,unif
775042,775042,1,4,unif
620328,620328,1,4,unif
3862247,3862247,1,4,unif
193825,193913,89,4,unif
6215905,6215905,1,4,unif
9572645,9572645,1,4,unif
3905781,3905781,1,4,unif
6568100,6568100,1,4,unif
3037867,3037867,1,4,unif
5296364,5296364,1,4,unif
1004506,1004506,1,4,unif
7988338,7988399,62,4,unif
7076273,7076273,1,4,unif
1449435,1449435,1,4,unif
4676656,4676656,1,4,unif
9773414,9773414,1,4,unif
8798644,8798644,1,4,unif
9743823,9743823,1,4,unif
6633334,6633334,1,4,unif
6185780,6185780,1,4,unif
6353115,6353115,1,4,unif
1187728,1187728,1,4,unif
3642577,3642577,1,4,unif
2456423,2456423,1,4,unif
3937023,3937023,1,4,unif
1843151,1843151,1,4,unif
910253,910253,1,4,unif
7207796,7207796,1,4,unif
127701,127701,1,4,unif
4955686,4955686,1,4,unif
7609767,7609767,1,4,unif
2085345,2085345,1,4,unif
8727959,8727989,31,4,unif
1898961,1898961,1,4,unif
8179882,8179882,1,4,unif
7545232,7545255,24,4,unif
1809306,1809335,30,4,unif
566035,566035,1,4,unif
9894165,9894165,1,4,unif
6783392,6783392,1,4,unif
6620739,6620739,1,4,unif
6543672,6543672,1,4,unif
1538328,1538328,1,4,unif
2217533,2217533,1,4,unif
2242352,2242352,1,4,unif
8105564,8105564,1,4,unif
5520807,5520807,1,4,unif
7615884,7615884,1,4,unif
7207419,7207419,1,4,unif
5414464,5414464,1,4,unif
3230656,3230656,1,4,unif
8255358,8255358,1,4,unif
5183032,5183032,1,4,unif
7076071,7076071,1,4,unif
4282693,4282693,1,4,unif
8292082,8292082,1,4,unif
6498781,6498781,1,4,unif
9251134,9251134,1,4,unif
7209008,7209008,1,4,unif
2637261,2637261,1,4,unif
5144320,5144320,1,4,unif
7745957,7745975,19,4,unif
4256221,4256221,1,4,unif
9958473,9958473,1,4,unif
844357,844357,1,4,unif
671507,671507,1,4,unif
7767344,7767482,139,4,unif
6201626,6201626,1,4,unif
7748041,7748041,1,4,unif
7952686,7952686,1,4,unif
8881348,8881348,1,4,unif
1569730,1569730,1,4,unif
1591647,1591698,52,4,unif
5612487,5612487,1,4,unif
9396965,9396965,1,4,unif
2392455,2392455,1,4,unif
7913443,7913443,1,4,unif
3676052,3676052,1,4,unif
7351603,7351603,1,4,unif
8969294,8969294,1,4,unif
4984432,4984432,1,4,unif
3372125,3372125,1,4,unif
6229353,6229353,1,4,unif
8917504,8917504,1,4,unif
6573226,6573267,42,4,unif
8497688,8497688,1,4,unif
9088449,9088449,1,4,unif
9239265,9239265,1,4,unif
1567142,1567142,1,4,unif
1428221,1428221,1,4,unif
1064336,1064336,1,4,unif
3001887,3001887,1,4,unif
3934931,3934931,1,4,unif
1724541,1724541,1,4,unif
5519254,5519254,1,4,unif
737064,737064,1,4,unif
3653230,3653230,1,4,unif
5471945,5471945,1,4,unif
2996218,2996218,1,4,unif
9934505,9934505,1,4,unif
3893465,3893465,1,4,unif
3439421,3439421,1,4,unif
6315340,6315340,1,4,unif
6340855,6340855,1,4,unif
9777342,9777342,1,4,unif
6770834,6770834,1,4,unif
2452417,2452417,1,4,unif
5079200,5079200,1,4,unif
7104594,7104594,1,4,unif
3428201,3428201,1,4,unif
1790842,1790842,1,4,unif
8495506,8495506,1,4,unif
9739438,9739438,1,4,unif
1480680,1480680,1,4,unif
8710908,8710908,1,4,unif
3396805,3396822,18,4,unif
2462092,2462092,1,4,unif
2077244,2077244,1,4,unif
9218266,9218266,1,4,unif
1174676,1174676,1,4,unif
7613877,7613877,1,4,unif
2281660,2281660,1,4,unif
6476191,6476191,1,4,unif
1917052,1917052,1,4,unif
9538699,9538699,1,4,unif
5147047,5147047,1,4,unif
1809306,1809335,30,4,unif
8098062,8098062,1,4,unif
8698393,8698393,1,4,unif
5633637,5633637,1,4,unif
635496,635496,1,4,unif
9986178,9986178,1,4,unif
3188712,3188712,1,4,unif
3433924,3433924,1,4,unif
3512270,3512270,1,4,unif
8257526,8257526,1,4,unif
3988320,3988320,1,4,unif
2255005,2255005,1,4,unif
8640785,8640785,1,4,unif
3230656,3230656,1,4,unif
398660,398660,1,4,unif
9259656,9259656,1,4,unif
3833065,3833065,1,4,unif
1488623,1488623,1,4,unif
6056364,6056364,1,4,unif
6514337,6514337,1,4,unif
1839153,1839153,1,4,unif
7349132,7349132,1,4,unif
8339205,8339205,1,4,unif
3713628,3713628,1,4,unif
1901414,1901414,1,4,unif
4668389,4668409,21,4,unif
8074604,8074604,1,4,unif
6522124,6522124,1,4,unif
8028721,8028721,1,4,unif
7790671,7790671,1,4,unif
4785508,4785508,1,4,unif
2070336,2070336,1,4,unif
4849303,4849303,1,4,unif
809172,809172,1,4,unif
9272620,9272620,1,4,unif
3855385,3855385,1,4,unif
9960217,9960217,1,4,unif
5886195,5886195,1,4,unif
6017704,6017704,1,4,unif
5163551,5163551,1,4,unif
1429679,1429679,1,4,unif
3843187,3843246,60,4,unif
6497347,6497347,1,4,unif
7873260,7873260,1,4,unif
1605518,1605518,1,4,unif
1578743,1578743,1,4,unif
326528,326528,1,4,unif
6426169,6426169,1,4,unif
187923,187958,36,4,unif
6905769,6905769,1,4,unif
7786994,7786994,1,4,unif
8251743,8251743,1,4,unif
7758837,7758837,1,4,unif
9776830,9776830,1,4,unif
4268997,4268997,1,4,unif
2565839,2565839,1,4,unif
446619,446619,1,4,unif
7983341,7983341,1,4,unif
1581877,1581877,1,4,unif
1596077,1596077,1,4,unif
9559083,9559083,1,4,unif
7734784,7734784,1,4,unif
2031251,2031251,1,4,unif
9988126,9988126,1,4,unif
3930898,3930898,1,4,unif
7585383,7585383,1,4,unif
8407032,8407032,1,4,unif
6631490,6631490,1,4,unif
5268568,5268568,1,4,unif
1802201,1802201,1,4,unif
8439423,8439423,1,4,unif
6253627,6253627,1,4,unif
1594841,1594841,1,4,unif
6792349,6792349,1,4,unif
1151550,1151550,1,4,unif
7100362,7100362,1,4,unif
1574196,1574196,1,4,unif
3712416,3712416,1,4,unif
8317773,8317773,1,4,unif
5784266,5784266,1,4,unif
9444453,9444453,1,4,unif
6433265,6433265,1,4,unif
1540128,1540128,1,4,unif
9621444,9621444,1,4,unif
5613803,5613803,1,4,unif
8371887,8371887,1,4,unif
7338977,7338977,1,4,unif
1770215,1770215,1,4,unif
9156315,9156315,1,4,unif
8778207,8778207,1,4,unif
9232787,9232787,1,4,unif
9005063,9005063,1,4,unif
554373,554373,1,4,unif
5981505,5981505,1,4,unif
7705218,7705218,1,4,unif
9080505,9080505,1,4,unif
9387938,9387938,1,4,unif
7745447,7745447,1,4,unif
1275720,1275720,1,4,unif
2509480,2509480,1,4,unif
1945431,1945431,1,4,unif
1243440,1243440,1,4,unif
6304763,6304763,1,4,unif
8285328,8285328,1,4,unif
4131986,4131986,1,4,unif
3865314,3865314,1,4,unif
5163551,5163551,1,4,unif
6640995,6640995,1,4,unif
3322452,3322452,1,4,unif
8941974,8941974,1,4,unif
9247015,9247156,142,4,unif
8198664,8198664,1,4,unif
5270333,5270333,1,4,unif
8513762,8513762,1,4,unif
1860831,1860831,1,4,unif
5850410,5850410,1,4,unif
8491508,8491508,1,4,unif
3154633,3154633,1,4,unif
6202628,6202628,1,4,unif
3048914,3048914,1,4,unif
2487932,2487932,1,4,unif
1787996,1787996,1,4,unif
1333444,1333444,1,4,unif
1940267,1940267,1,4,unif
9142647,9142647,1,4,unif
4670624,4670624,1,4,unif
6685854,6685854,1,4,unif
3232155,3232155,1,4,unif
6698189,6698189,1,4,unif
7051139,7051273,135,4,unif
5763799,5763799,1,4,unif
388264,388264,1,4,unif
8738732,8738732,1,4,unif
9398437,9398437,1,4,unif
9248114,9248114,1,4,unif
755514,755606,93,4,unif
5498571,5498571,1,4,unif
3730395,3730395,1,4,unif
985983,985983,1,4,unif
9583569,9583569,1,4,unif
1753064,1753064,1,4,unif
7890299,7890317,19,4,unif
9974378,9974378,1,4,unif
445104,445104,1,4,unif
3372082,3372133,52,4,unif
7975447,7975447,1,4,unif
7255383,7255383,1,4,unif
7212129,7212129,1,4,unif
934486,934486,1,4,unif
3670355,3670355,1,4,unif
8280176,8280176,1,4,unif
8886774,8886774,1,4,unif
3037521,3037521,1,4,unif
3164746,3164746,1,4,unif
6988582,6988582,1,4,unif
2614852,2614852,1,4,unif
1751239,1751239,1,4,unif
296647,296647,1,4,unif
7662929,7662929,1,4,unif
6624766,6624766,1,4,unif
4385584,4385584,1,4,unif
930167,930167,1,4,unif
6484149,6484149,1,4,unif
968838,968838,1,4,unif
8280947,8280947,1,4,unif
1865855,1865855,1,4,unif
1077042,1077042,1,4,unif
2686283,2686283,1,4,unif
6455092,6455092,1,4,unif
6478484,6478484,1,4,unif
2822311,2822329,19,4,unif
48346,48346,1,4,unif
7127045,7127045,1,4,unif
5331364,5331364,1,4,unif
4668389,4668409,21,4,unif
1954531,1954531,1,4,unif
4991577,4991577,1,4,unif
7066713,7066713,1,4,unif
3661103,3661103,1,4,unif
3319463,3319463,1,4,unif
6299508,6299508,1,4,unif
3626581,3626581,1,4,unif
2451096,2451096,1,4,unif
7809539,7809539,1,4,unif
8505971,8505971,1,4,unif
7744720,7744720,1,4,unif
2694171,2694171,1,4,unif
1488623,1488623,1,4,unif
785769,785769,1,4,unif
3107476,3107476,1,4,unif
5659801,5659894,94,4,unif
9598578,9598578,1,4,unif
4291742,4291742,1,4,unif
453049,453049,1,4,unif
2703479,2703479,1,4,unif
7689758,7689758,1,4,unif
6441348,6441348,1,4,unif
4889156,4889156,1,4,unif
2181290,2181380,91,4,unif
3434848,3434848,1,4,unif
6757964,6757964,1,4,unif
7952605,7952605,1,4,unif
8476505,8476505,1,4,unif
3253594,3253594,1,4,unif
7478580,7478580,1,4,unif
8326118,8326118,1,4,unif
6063987,6063987,1,4,unif
1822450,1822450,1,4,unif
6998027,6998088,62,4,unif
2667578,2667578,1,4,unif
1769699,1769699,1,4,unif
3100802,3100802,1,4,unif
2213925,2213925,1,4,unif
4280418,4280418,1,4,unif
1435101,1435101,1,4,unif
2837215,2837215,1,4,unif
7149613,7149613,1,4,unif
8609849,8609849,1,4,unif
7517418,7517418,1,4,unif
3642360,3642360,1,4,unif
9669343,9669343,1,4,unif
305707,305707,1,4,unif
1424276,1424276,1,4,unif
1174676,1174676,1,4,unif
9431542,9431542,1,4,unif
2643533,2643533,1,4,unif
8064737,8064737,1,4,unif
7019598,7019598,1,4,unif
5036037,5036037,1,4,unif
8742485,8742485,1,4,unif
9630713,9630713,1,4,unif
5112035,5112035,1,4,unif
4562497,4562497,1,4,unif
3199396,3199396,1,4,unif
1543859,1543859,1,4,unif
1474502,1474502,1,4,unif
8401282,8401282,1,4,unif
8108007,8108007,1,4,unif
6169785,6169785,1,4,unif
5392500,5392500,1,4,unif
7900209,7900209,1,4,unif
5663662,5663662,1,4,unif
158050,158050,1,4,unif
119283,119283,1,4,unif
1506810,1506810,1,4,unif
4268927,4268997,71,4,unif
2687964,2687964,1,4,unif
144220,144220,1,4,unif
954571,954571,1,4,unif
9770578,9770578,1,4,unif
4131139,4131139,1,4,unif
1531746,1531746,1,4,unif
2988505,2988505,1,4,unif
8463235,8463235,1,4,unif
3891145,3891145,1,4,unif
5271927,5271927,1,4,unif
2788803,2788803,1,4,unif
4367962,4367962,1,4,unif
7089834,7089834,1,4,unif
27893,27893,1,4,unif
5981416,5981416,1,4,unif
3837559,3837559,1,4,unif
6893063,6893063,1,4,unif
8538914,8538914,1,4,unif
2269096,2269096,1,4,unif
7728398,7728398,1,4,unif
87016,87016,1,4,unif
9635107,9635107,1,4,unif
5674022,5674022,1,4,unif
8391696,8391696,1,4,unif
2471579,2471579,1,4,unif
7490274,7490274,1,4,unif
6543672,6543672,1,4,unif
7721296,7721296,1,4,unif
8156913,8156913,1,4,unif
5202522,5202522,1,4,unif
3862366,3862366,1,4,unif
5820414,5820414,1,4,unif
5973147,5973147,1,4,unif
9395600,9395600,1,4,unif
9762491,9762491,1,4,unif
6344437,6344437,1,4,unif
4059296,4059296,1,4,unif
6334221,6334221,1,4,unif
8967008,8967008,1,4,unif
3061965,3061965,1,4,unif
5848246,5848246,1,4,unif
8449326,8449326,1,4,unif
8356504,8356504,1,4,unif
2428446,2428446,1,4,unif
3579564,3579564,1,4,unif
3440280,3440280,1,4,unif
1885783,1885783,1,4,unif
9403804,9403804,1,4,unif
3322452,3322452,1,4,unif
9579700,9579700,1,4,unif
6091173,6091173,1,4,unif
7290697,7290697,1,4,unif
2095702,2095702,1,4,unif
3031947,3031947,1,4,unif
6159621,6159621,1,4,unif
3002907,3002907,1,4,unif
5544777,5544777,1,4,unif
5024807,5024807,1,4,unif
9562780,9562780,1,4,unif
626856,626856,1,4,unif
7867085,7867085,1,4,unif
3594605,3594605,1,4,unif
7976740,7976740,1,4,unif
3248716,3248716,1,4,unif
6889737,6889737,1,4,unif
5380729,5380729,1,4,unif
694134,694134,1,4,unif
1187728,1187728,1,4,unif
3007547,3007547,1,4,unif
5102156,5102156,1,4,unif
2957948,2957987,40,4,unif
2446857,2446857,1,4,unif
5886195,5886195,1,4,unif
7252458,7252458,1,4,unif
3307278,3307278,1,4,unif
3937023,3937023,1,4,unif
3720172,3720172,1,4,unif
8637529,8637529,1,4,unif
7911454,7911454,1,4,unif
3387941,3387941,1,4,unif
8125397,8125397,1,4,unif
6655348,6655348,1,4,unif
3660076,3660076,1,4,unif
9528640,9528640,1,4,unif
4249433,4249433,1,4,unif
7551070,7551070,1,4,unif
9004063,9004063,1,4,unif
4257158,4257158,1,4,unif
2142585,2142596,12,4,unif
9882623,9882623,1,4,unif
9587533,9587533,1,4,unif
1986322,1986322,1,4,unif
3281029,3281029,1,4,unif
7336752,7336752,1,4,unif
1200627,1200627,1,4,unif
9010506,9010506,1,4,unif
8986054,8986088,35,4,unif
6562782,6562782,1,4,unif
9994658,9994658,1,4,unif
8329127,8329127,1,4,unif
7407636,7407636,1,4,unif
6145496,6145496,1,4,unif
9835764,9835764,1,4,unif
8257025,8257025,1,4,unif
601970,601970,1,4,unif
3304531,3304531,1,4,unif
9672389,9672389,1,4,unif
771545,771545,1,4,unif
4267017,4267017,1,4,unif
4377389,4377389,1,4,unif
6493139,6493139,1,4,unif
4183588,4183588,1,4,unif
3025317,3025317,1,4,unif
3580108,3580108,1,4,unif
2065716,2065716,1,4,unif
3662530,3662530,1,4,unif
5239294,5239294,1,4,unif
6662986,6662986,1,4,unif
9585065,9585065,1,4,unif
3051685,3051685,1,4,unif
2760456,2760456,1,4,unif
8396824,8396902,79,4,unif
3867511,3867511,1,4,unif
3645939,3645939,1,4,unif
1271066,1271066,1,4,unif
1921209,1921209,1,4,unif
4610185,4610185,1,4,unif
7518395,7518395,1,4,unif
8278292,8278292,1,4,unif
6358200,6358200,1,4,unif
7039916,7039916,1,4,unif
3661729,3661729,1,4,unif
8312010,8312010,1,4,unif
8614776,8614776,1,4,unif
9507749,9507749,1,4,unif
2245913,2245913,1,4,unif
7885445,7885493,49,4,unif
1586126,1586126,1,4,unif
8529336,8529336,1,4,unif
23361,23361,1,4,unif
4317098,4317098,1,4,unif
7986331,7986331,1,4,unif
8868725,8868725,1,4,unif
7889782,7889782,1,4,unif
638507,638507,1,4,unif
2698887,2698887,1,4,unif
6864985,6864985,1,4,unif
7095556,7095556,1,4,unif
56698,56698,1,4,unif
9416153,9416153,1,4,unif
7551895,7551895,1,4,unif
8596902,8596902,1,4,unif
2195143,2195232,90,4,unif
4175566,4175566,1,4,unif
7897281,7897281,1,4,unif
6014429,6014429,1,4,unif
5519254,5519254,1,4,unif
3850205,3850205,1,4,unif
7993291,7993291,1,4,unif
6735741,6735749,9,4,unif
9581371,9581371,1,4,unif
5050174,5050174,1,4,unif
7022117,7022117,1,4,unif
3966622,3966622,1,4,unif
6212642,6212642,1,4,unif
243313,243313,1,4,unif
4721878,4721878,1,4,unif
7769685,7769685,1,4,unif
7767344,7767344,1,4,unif
6610218,6610218,1,4,unif
7535838,7535838,1,4,unif
3590258,3590258,1,4,unif
3659740,3659740,1,4,unif
9905234,9905234,1,4,unif
2607649,2607649,1,4,unif
1786091,1786091,1,4,unif
9033282,9033410,129,4,unif
7765175,7765175,1,4,unif
7322247,7322247,1,4,unif
6449580,6449580,1,4,unif
4810721,4810721,1,4,unif
2960046,2960046,1,4,unif
6597655,6597655,1,4,unif
7191262,7191262,1,4,unif
792748,792748,1,4,unif
7235787,7235787,1,4,unif
6579261,6579366,106,4,unif
9459341,9459341,1,4,unif
2014566,2014566,1,4,unif
4929128,4929128,1,4,unif
7456599,7456599,1,4,unif
3640090,3640090,1,4,unif
4853024,4853024,1,4,unif
6407731,6407731,1,4,unif
8369498,8369498,1,4,unif
6616122,6616122,1,4,unif
9387635,9387635,1,4,unif
4579987,4579987,1,4,unif
4805581,4805581,1,4,unif
6345313,6345313,1,4,unif
1853998,1853998,1,4,unif
3680777,3680777,1,4,unif
1451247,1451247,1,4,unif
3744640,3744640,1,4,unif
9622792,9622792,1,4,unif
1880607,1880607,1,4,unif
2788803,2788803,1,4,unif
3913315,3913315,1,4,unif
5209768,5209768,1,4,unif
7608933,7608933,1,4,unif
2604327,2604327,1,4,unif
2335259,2335259,1,4,unif
9759322,9759322,1,4,unif
6507543,6507543,1,4,unif
6621162,6621162,1,4,unif
7371047,7371047,1,4,unif
5992508,5992508,1,4,unif
7977328,7977328,1,4,unif
2719152,2719152,1,4,unif
5546946,5546946,1,4,unif
1893073,1893073,1,4,unif
1505649,1505649,1,4,unif
2121586,2121586,1,4,unif
3321814,3321814,1,4,unif
5317239,5317239,1,4,unif
2111349,2111349,1,4,unif
5798551,5798618,68,4,unif
9663515,9663515,1,4,unif
1823769,1823769,1,4,unif
4001688,4001688,1,4,unif
8311011,8311011,1,4,unif
3606117,3606117,1,4,unif
460639,460639,1,4,unif
8823625,8823625,1,4,unif
4843672,4843672,1,4,unif
8156288,8156288,1,4,unif
2425840,2425840,1,4,unif
343024,343024,1,4,unif
3642704,3642704,1,4,unif
1916850,1916850,1,4,unif
5367611,5367611,1,4,unif
8561181,8561181,1,4,unif
7733998,7733998,1,4,unif
6551051,6551051,1,4,unif
3433924,3433924,1,4,unif
3904882,3904882,1,4,unif
7963931,7963931,1,4,unif
9680420,9680420,1,4,unif
4650964,4650964,1,4,unif
9939602,9939602,1,4,unif
119283,119283,1,4,unif
7714008,7714008,1,4,unif
7099077,7099077,1,4,unif
3951695,3951695,1,4,unif
465540,465540,1,4,unif
8267285,8267389,105,4,unif
9876223,9876223,1,4,unif
6413347,6413347,1,4,unif
5623283,5623283,1,4,unif
3140908,3140908,1,4,unif
9235326,9235326,1,4,unif
3209374,3209374,1,4,unif
8529361,8529361,1,4,unif
64665,64665,1,4,unif
1776692,1776692,1,4,unif
2452581,2452581,1,4,unif
7712224,7712224,1,4,unif
7525356,7525356,1,4,unif
7466463,7466497,35,4,unif
1385398,1385398,1,4,unif
1066387,1066387,1,4,unif
3312676,3312676,1,4,unif
514364,514364,1,4,unif
286331,286331,1,4,unif
7291893,7291893,1,4,unif
9813135,9813135,1,4,unif
1808322,1808322,1,4,unif
6629470,6629470,1,4,unif
5356025,5356025,1,4,unif
468287,468287,1,4,unif
9532430,9532430,1,4,unif
1313559,1313559,1,4,unif
6933769,6933769,1,4,unif
3501560,3501560,1,4,unif
9054710,9054710,1,4,unif
9131577,9131577,1,4,unif
2467507,2467507,1,4,unif
1642970,1642970,1,4,unif
1601679,1601679,1,4,unif
1875004,1875004,1,4,unif
2698887,2698887,1,4,unif
3928309,3928309,1,4,unif
2033907,2033907,1,4,unif
4701844,4701844,1,4,unif
9862824,9862824,1,4,unif
3152246,3152246,1,4,unif
7585137,7585137,1,4,unif
1517322,1517423,102,4,unif
3601401,3601401,1,4,unif
860249,860249,1,4,unif
8369445,8369498,54,4,unif
848813,848813,1,4,unif
1795151,1795151,1,4,unif
4307261,4307261,1,4,unif
3958906,3958906,1,4,unif
1701241,1701241,1,4,unif
1508686,1508686,1,4,unif
8110237,8110237,1,4,unif
7540697,7540697,1,4,unif
1146698,1146698,1,4,unif
9104542,9104542,1,4,unif
6968029,6968029,1,4,unif
4309781,4309781,1,4,unif
1709527,1709527,1,4,unif
1591525,1591525,1,4,unif
2265582,2265582,1,4,unif
1330035,1330035,1,4,unif
6520919,6520919,1,4,unif
8801257,8801257,1,4,unif
16427,16427,1,4,unif
8634160,8634160,1,4,unif
4132782,4132782,1,4,unif
2028283,2028283,1,4,unif
1625542,1625542,1,4,unif
8494653,8494653,1,4,unif
1130629,1130629,1,4,unif
8263738,8263738,1,4,unif
7132199,7132260,62,4,unif
9416102,9416153,52,4,unif
1770356,1770356,1,4,unif
1568211,1568211,1,4,unif
7958548,7958548,1,4,unif
4295189,4295189,1,4,unif
7447531,7447531,1,4,unif
3149036,3149036,1,4,unif
9336591,9336591,1,4,unif
4967339,4967339,1,4,unif
8986054,8986088,35,4,unif
8255405,8255405,1,4,unif
8945866,8945866,1,4,unif
9831301,9831301,1,4,unif
8995394,8995394,1,4,unif
1059761,1059761,1,4,unif
3902957,3902957,1,4,unif
3605894,3605894,1,4,unif
1007185,1007228,44,4,unif
2997436,2997436,1,4,unif
8932346,8932346,1,4,unif
3123516,3123516,1,4,unif
1764358,1764358,1,4,unif
7224369,7224369,1,4,unif
6758877,6758877,1,4,unif
9241976,9241976,1,4,unif
2656637,2656637,1,4,unif
2540064,2540064,1,4,unif
4182344,4182344,1,4,unif
6880423,6880423,1,4,unif
5890316,5890316,1,4,unif
298654,298654,1,4,unif
8419309,8419309,1,4,unif
2435379,2435379,1,4,unif
6779591,6779591,1,4,unif
2196702,2196702,1,4,unif
7525008,7525008,1,4,unif
4807389,4807389,1,4,unif
5160124,5160124,1,4,unif
4155029,4155029,1,4,unif
7494808,7494808,1,4,unif
7071502,7071502,1,4,unif
2455972,2455972,1,4,unif
9264428,9264428,1,4,unif
8842431,8842431,1,4,unif
9763895,9763895,1,4,unif
6861029,6861029,1,4,unif
6414544,6414544,1,4,unif
6559365,6559365,1,4,unif
5303133,5303133,1,4,unif
4912759,4912759,1,4,unif
6150543,6150543,1,4,unif
945146,945146,1,4,unif
8349239,8349239,1,4,unif
6639622,6639622,1,4,unif
9194755,9194755,1,4,unif
3391250,3391250,1,4,unif
8023090,8023090,1,4,unif
63989,63989,1,4,unif
2911447,2911447,1,4,unif
2747045,2747045,1,4,unif
7821210,7821210,1,4,unif
6341394,6341394,1,4,unif
8133292,8133292,1,4,unif
5642480,5642480,1,4,unif
6464808,6464808,1,4,unif
2633093,2633093,1,4,unif
1328939,1328939,1,4,unif
6794524,6794524,1,4,unif
3600417,3600417,1,4,unif
2460145,2460145,1,4,unif
7295963,7295973,11,4,unif
112472,112472,1,4,unif
5912797,5912797,1,4,unif
7885445,7885493,49,4,unif
5677661,5677661,1,4,unif
3779918,3779918,1,4,unif
4544201,4544201,1,4,unif
4931068,4931119,52,4,unif
265318,265357,40,4,unif
