obs_start,obs_end,length,iteration,distribution
662650,662650,1,7,mixture
5159446,5159446,1,7,mixture
9706146,9706146,1,7,mixture
7430862,7430862,1,7,mixture
2458582,2458582,1,7,mixture
7437696,7437696,1,7,mixture
1505021,1505021,1,7,mixture
1398285,1398285,1,7,mixture
8479006,8479006,1,7,mixture
9555868,9555868,1,7,mixture
6889038,6889038,1,7,mixture
7463429,7463429,1,7,mixture
3803932,3803932,1,7,mixture
4801997,4801997,1,7,mixture
2802660,2802660,1,7,mixture
4595760,4595760,1,7,mixture
1405645,1405645,1,7,mixture
8533419,8533419,1,7,mixture
2580513,2580513,1,7,mixture
2749044,2749044,1,7,mixture
3794294,3794294,1,7,mixture
5665640,5666407,768,7,mixture
6893063,6893232,170,7,mixture
4496259,4496259,1,7,mixture
7292809,7292809,1,7,mixture
4893526,4893790,265,7,mixture
747076,747076,1,7,mixture
8683087,8683087,1,7,mixture
1782005,1782005,1,7,mixture
4371051,4371051,1,7,mixture
7073371,7073371,1,7,mixture
2255005,2255005,1,7,mixture
7496916,7496916,1,7,mixture
948068,948068,1,7,mixture
8575599,8575599,1,7,mixture
2466326,2466326,1,7,mixture
2464641,2464641,1,7,mixture
943157,943157,1,7,mixture
4114716,4114716,1,7,mixture
9325415,9325415,1,7,mixture
6853961,6853961,1,7,mixture
4492492,4492492,1,7,mixture
296457,296457,1,7,mixture
531898,531898,1,7,mixture
7212932,7212932,1,7,mixture
3911359,3911359,1,7,mixture
6128421,6128421,1,7,mixture
9281206,9281338,133,7,mixture
6277586,6277586,1,7,mixture
192041,192041,1,7,mixture
9252220,9252394,175,7,mixture
8781086,8781104,19,7,mixture
8100227,8101638,1412,7,mixture
5612487,5612487,1,7,mixture
3637474,3637474,1,7,mixture
5517427,5517427,1,7,mixture
6824204,6824204,1,7,mixture
6552843,6552843,1,7,mixture
7529529,7529529,1,7,mixture
3114738,3114738,1,7,mixture
171876,171876,1,7,mixture
8355070,8355215,146,7,mixture
345839,345839,1,7,mixture
6214145,6214145,1,7,mixture
8295258,8295258,1,7,mixture
2151380,2151380,1,7,mixture
2687964,2687964,1,7,mixture
7120380,7120380,1,7,mixture
9433747,9433747,1,7,mixture
5179923,5179923,1,7,mixture
9508941,9508941,1,7,mixture
1106577,1106577,1,7,mixture
5012576,5013466,891,7,mixture
5333023,5333023,1,7,mixture
210642,210642,1,7,mixture
5718336,5718336,1,7,mixture
4594692,4594692,1,7,mixture
9100161,9100418,258,7,mixture
9255290,9255290,1,7,mixture
4784012,4784012,1,7,mixture
5894989,5895246,258,7,mixture
2823543,2823543,1,7,mixture
6523827,6523827,1,7,mixture
3439337,3439337,1,7,mixture
9287422,9287422,1,7,mixture
9247156,9247156,1,7,mixture
5382247,5382729,483,7,mixture
3952351,3952351,1,7,mixture
7500598,7500598,1,7,mixture
2332196,2332196,1,7,mixture
8268346,8268346,1,7,mixture
7194454,7194454,1,7,mixture
6903443,6903443,1,7,mixture
5860539,5860539,1,7,mixture
4564828,4564828,1,7,mixture
1197803,1198081,279,7,mixture
2447282,2447282,1,7,mixture
4922311,4922464,154,7,mixture
7087364,7087364,1,7,mixture
2159186,2159186,1,7,mixture
8674133,8674133,1,7,mixture
6698397,6698397,1,7,mixture
4046336,4046336,1,7,mixture
8798981,8798981,1,7,mixture
5944692,5944692,1,7,mixture
4661265,4661265,1,7,mixture
9989028,9989028,1,7,mixture
6005507,6005507,1,7,mixture
102742,102742,1,7,mixture
9491306,9491361,56,7,mixture
1643572,1643572,1,7,mixture
6410117,6410117,1,7,mixture
6415110,6415110,1,7,mixture
5864341,5864341,1,7,mixture
554097,554097,1,7,mixture
3783387,3783387,1,7,mixture
4102272,4102272,1,7,mixture
193825,193825,1,7,mixture
352935,352935,1,7,mixture
3000298,3000298,1,7,mixture
8381094,8381094,1,7,mixture
9859545,9859545,1,7,mixture
5519254,5519254,1,7,mixture
1441601,1441601,1,7,mixture
9416102,9416153,52,7,mixture
4629340,4629340,1,7,mixture
8570177,8570177,1,7,mixture
1339045,1339045,1,7,mixture
674924,674924,1,7,mixture
9241470,9241976,507,7,mixture
2656637,2656637,1,7,mixture
1232572,1232572,1,7,mixture
3452213,3452213,1,7,mixture
4848995,4848995,1,7,mixture
912817,912817,1,7,mixture
3372125,3372133,9,7,mixture
7415437,7415437,1,7,mixture
1007751,1007751,1,7,mixture
3310670,3310670,1,7,mixture
6650067,6650067,1,7,mixture
7772091,7772091,1,7,mixture
65197,65197,1,7,mixture
70311,70311,1,7,mixture
3169624,3169624,1,7,mixture
4851301,4851301,1,7,mixture
7263996,7263996,1,7,mixture
4129957,4129957,1,7,mixture
61449,61449,1,7,mixture
4078612,4078612,1,7,mixture
9703695,9703881,187,7,mixture
9315867,9315867,1,7,mixture
6630554,6630554,1,7,mixture
7403035,7403035,1,7,mixture
4948875,4948875,1,7,mixture
9026268,9026268,1,7,mixture
129278,129278,1,7,mixture
9265455,9265455,1,7,mixture
7391380,7391380,1,7,mixture
5079402,5079402,1,7,mixture
20776,20776,1,7,mixture
1062223,1062223,1,7,mixture
9708855,9708855,1,7,mixture
76198,76198,1,7,mixture
8704286,8704286,1,7,mixture
9346457,9346457,1,7,mixture
3163058,3163058,1,7,mixture
5109155,5109155,1,7,mixture
2514503,2514503,1,7,mixture
2382986,2382986,1,7,mixture
1984158,1984158,1,7,mixture
8417824,8417824,1,7,mixture
7270637,7270637,1,7,mixture
3523403,3523403,1,7,mixture
4227998,4227998,1,7,mixture
1030365,1030365,1,7,mixture
8707052,8707052,1,7,mixture
2716875,2716875,1,7,mixture
5587135,5587264,130,7,mixture
2752079,2752079,1,7,mixture
4880413,4880413,1,7,mixture
7706335,7706360,26,7,mixture
8754813,8754813,1,7,mixture
5764840,5764845,6,7,mixture
4581206,4581206,1,7,mixture
2051826,2051826,1,7,mixture
8215045,8215045,1,7,mixture
4160,4160,1,7,mixture
5641267,5641267,1,7,mixture
4938618,4938618,1,7,mixture
2154903,2154903,1,7,mixture
8636086,8636086,1,7,mixture
96333,96333,1,7,mixture
2161332,2161332,1,7,mixture
9776742,9776742,1,7,mixture
1897890,1897890,1,7,mixture
5659312,5659312,1,7,mixture
473045,473045,1,7,mixture
9033161,9033282,122,7,mixture
9116412,9116412,1,7,mixture
1098929,1100859,1931,7,mixture
7032931,7033000,70,7,mixture
1169271,1169271,1,7,mixture
9058606,9058606,1,7,mixture
854615,854615,1,7,mixture
4034860,4034860,1,7,mixture
4102272,4102272,1,7,mixture
7382972,7382972,1,7,mixture
5678597,5678597,1,7,mixture
3025025,3025025,1,7,mixture
6992265,6992385,121,7,mixture
9210146,9210146,1,7,mixture
1688187,1688187,1,7,mixture
5432967,5432967,1,7,mixture
997432,997637,206,7,mixture
9896747,9896758,12,7,mixture
2862542,2862542,1,7,mixture
7504121,7504121,1,7,mixture
60722,60722,1,7,mixture
6453033,6453033,1,7,mixture
8173835,8173835,1,7,mixture
5338751,5338751,1,7,mixture
6479354,6479354,1,7,mixture
2209813,2209813,1,7,mixture
5159446,5159674,229,7,mixture
3156128,3156128,1,7,mixture
2368574,2368574,1,7,mixture
1443063,1443063,1,7,mixture
1228375,1228375,1,7,mixture
7879562,7879562,1,7,mixture
1705314,1705314,1,7,mixture
1624204,1624204,1,7,mixture
8222312,8222312,1,7,mixture
8255358,8255358,1,7,mixture
1641041,1641041,1,7,mixture
8598034,8598034,1,7,mixture
5235070,5235070,1,7,mixture
75788,75788,1,7,mixture
4013331,4013331,1,7,mixture
3765522,3765522,1,7,mixture
796661,796661,1,7,mixture
5309178,5309178,1,7,mixture
3849590,3849590,1,7,mixture
3881542,3881542,1,7,mixture
9878294,9878294,1,7,mixture
7266749,7266749,1,7,mixture
6837277,6837277,1,7,mixture
4653534,4653818,285,7,mixture
283969,283969,1,7,mixture
6449415,6450062,648,7,mixture
214448,214448,1,7,mixture
7609767,7609767,1,7,mixture
6936571,6936571,1,7,mixture
9095212,9095264,53,7,mixture
4022057,4022057,1,7,mixture
5295550,5295550,1,7,mixture
824414,824414,1,7,mixture
1994881,1994881,1,7,mixture
3253594,3253594,1,7,mixture
5855756,5855756,1,7,mixture
7039916,7039916,1,7,mixture
5670476,5670476,1,7,mixture
6949966,6949966,1,7,mixture
9090412,9090412,1,7,mixture
9849246,9849690,445,7,mixture
1500486,1500486,1,7,mixture
4877421,4877421,1,7,mixture
3334248,3334248,1,7,mixture
8533083,8533083,1,7,mixture
607747,607747,1,7,mixture
7399631,7399631,1,7,mixture
5752666,5752666,1,7,mixture
902437,902437,1,7,mixture
3213675,3213675,1,7,mixture
6523827,6523827,1,7,mixture
2924228,2924661,434,7,mixture
183727,183727,1,7,mixture
8862625,8862625,1,7,mixture
1797996,1797996,1,7,mixture
454483,454483,1,7,mixture
9613446,9613446,1,7,mixture
5164392,5164392,1,7,mixture
9491441,9491441,1,7,mixture
3855385,3855486,102,7,mixture
2626557,2626557,1,7,mixture
2360847,2360847,1,7,mixture
2800252,2800406,155,7,mixture
9192455,9192455,1,7,mixture
6024502,6024502,1,7,mixture
9905964,9905964,1,7,mixture
3994895,3994895,1,7,mixture
1606300,1606300,1,7,mixture
8628127,8628127,1,7,mixture
3055335,3055335,1,7,mixture
2393673,2393942,270,7,mixture
6221783,6221783,1,7,mixture
979663,979663,1,7,mixture
1318360,1318360,1,7,mixture
7200539,7201769,1231,7,mixture
8316550,8316550,1,7,mixture
9493535,9493535,1,7,mixture
3000730,3000730,1,7,mixture
8612001,8612001,1,7,mixture
8291264,8291264,1,7,mixture
5555980,5555980,1,7,mixture
1595528,1595528,1,7,mixture
2440172,2440172,1,7,mixture
7114617,7114617,1,7,mixture
8154018,8154018,1,7,mixture
3362077,3362077,1,7,mixture
9097427,9097427,1,7,mixture
2085345,2085345,1,7,mixture
9194755,9194755,1,7,mixture
4577889,4580941,3053,7,mixture
3766913,3766913,1,7,mixture
9790244,9790244,1,7,mixture
1191691,1191691,1,7,mixture
1274369,1274369,1,7,mixture
2090289,2090289,1,7,mixture
8648704,8648704,1,7,mixture
8464630,8465821,1192,7,mixture
1788084,1788084,1,7,mixture
5759264,5759264,1,7,mixture
7236970,7237010,41,7,mixture
5671114,5671114,1,7,mixture
6325126,6325126,1,7,mixture
9251134,9251134,1,7,mixture
1038322,1038322,1,7,mixture
5034329,5034329,1,7,mixture
9791800,9791800,1,7,mixture
4264092,4264092,1,7,mixture
3507939,3507939,1,7,mixture
190817,190817,1,7,mixture
7245823,7245823,1,7,mixture
8324593,8324593,1,7,mixture
9638532,9638532,1,7,mixture
9775542,9775542,1,7,mixture
2202741,2202741,1,7,mixture
7858894,7858894,1,7,mixture
5646561,5646561,1,7,mixture
556649,556908,260,7,mixture
1011917,1011917,1,7,mixture
767420,767420,1,7,mixture
1085307,1085307,1,7,mixture
503788,503827,40,7,mixture
354247,354247,1,7,mixture
7543376,7543376,1,7,mixture
6236142,6236142,1,7,mixture
1913019,1913019,1,7,mixture
5638114,5638114,1,7,mixture
5905229,5905229,1,7,mixture
7734784,7734784,1,7,mixture
6432286,6432286,1,7,mixture
398660,398660,1,7,mixture
7443334,7443334,1,7,mixture
8096632,8096650,19,7,mixture
3119955,3119955,1,7,mixture
6486675,6486675,1,7,mixture
6591071,6591071,1,7,mixture
3934223,3934268,46,7,mixture
1458626,1458626,1,7,mixture
9806787,9806787,1,7,mixture
7141459,7141459,1,7,mixture
8355070,8355070,1,7,mixture
9521395,9521395,1,7,mixture
301779,301779,1,7,mixture
5265995,5265995,1,7,mixture
3041761,3041761,1,7,mixture
9522005,9522005,1,7,mixture
7704901,7704901,1,7,mixture
5021371,5021371,1,7,mixture
9086607,9086607,1,7,mixture
3290626,3290626,1,7,mixture
2297493,2297493,1,7,mixture
5942505,5942505,1,7,mixture
2998341,2998341,1,7,mixture
8356117,8356117,1,7,mixture
6153579,6153579,1,7,mixture
3388585,3388728,144,7,mixture
683128,683128,1,7,mixture
5157111,5157111,1,7,mixture
9122064,9122064,1,7,mixture
2984267,2984267,1,7,mixture
2962561,2962561,1,7,mixture
5941335,5941593,259,7,mixture
1470677,1470677,1,7,mixture
7275555,7275555,1,7,mixture
5969112,5969112,1,7,mixture
694237,694237,1,7,mixture
8440481,8440485,5,7,mixture
6566403,6566653,251,7,mixture
4014677,4014677,1,7,mixture
9802561,9802561,1,7,mixture
2749800,2749800,1,7,mixture
425923,425923,1,7,mixture
3152246,3152246,1,7,mixture
8692589,8692589,1,7,mixture
8248083,8248083,1,7,mixture
3885670,3885756,87,7,mixture
2613188,2613188,1,7,mixture
3049261,3049261,1,7,mixture
4229921,4229921,1,7,mixture
9562780,9562780,1,7,mixture
4058800,4058800,1,7,mixture
4363588,4363588,1,7,mixture
2035373,2035373,1,7,mixture
4971908,4971908,1,7,mixture
611775,611775,1,7,mixture
3324420,3324420,1,7,mixture
1927769,1927769,1,7,mixture
6931133,6931133,1,7,mixture
2988372,2988372,1,7,mixture
9416544,9416544,1,7,mixture
8314142,8314142,1,7,mixture
8483357,8483357,1,7,mixture
8626438,8626438,1,7,mixture
8126692,8126692,1,7,mixture
487960,487960,1,7,mixture
3014319,3014319,1,7,mixture
7944035,7944610,576,7,mixture
9276090,9276090,1,7,mixture
748151,748151,1,7,mixture
2238945,2238945,1,7,mixture
4666378,4666378,1,7,mixture
1786091,1786091,1,7,mixture
6522059,6522373,315,7,mixture
243313,243313,1,7,mixture
4722647,4722647,1,7,mixture
4736205,4736205,1,7,mixture
3319344,3319463,120,7,mixture
1893397,1893397,1,7,mixture
4508277,4508277,1,7,mixture
6911316,6911411,96,7,mixture
1763500,1763500,1,7,mixture
7267969,7267969,1,7,mixture
3635386,3635386,1,7,mixture
7241630,7241630,1,7,mixture
2291917,2291917,1,7,mixture
5937011,5937011,1,7,mixture
2169519,2169519,1,7,mixture
6657504,6657504,1,7,mixture
6380748,6380748,1,7,mixture
2274589,2274589,1,7,mixture
9932336,9932336,1,7,mixture
2929363,2929363,1,7,mixture
1464646,1464646,1,7,mixture
8818470,8818470,1,7,mixture
3115791,3115791,1,7,mixture
4817602,4817755,154,7,mixture
1999128,1999524,397,7,mixture
3333891,3333891,1,7,mixture
8760547,8761414,868,7,mixture
4703241,4703447,207,7,mixture
4591802,4591828,27,7,mixture
93714,93720,7,7,mixture
3749169,3749169,1,7,mixture
4561073,4561073,1,7,mixture
2960803,2960803,1,7,mixture
1848579,1848579,1,7,mixture
7790191,7790191,1,7,mixture
1402488,1402488,1,7,mixture
9982326,9982326,1,7,mixture
620328,620550,223,7,mixture
3163058,3163058,1,7,mixture
6242914,6242914,1,7,mixture
2611488,2611488,1,7,mixture
96594,96594,1,7,mixture
6447138,6447138,1,7,mixture
6306658,6306658,1,7,mixture
4588194,4588194,1,7,mixture
258624,258624,1,7,mixture
2940402,2940402,1,7,mixture
8394367,8394367,1,7,mixture
8433070,8433070,1,7,mixture
9864997,9864997,1,7,mixture
8683253,8683253,1,7,mixture
6636301,6636301,1,7,mixture
7497605,7497605,1,7,mixture
2017014,2017386,373,7,mixture
9848356,9848356,1,7,mixture
5141120,5141335,216,7,mixture
5804162,5804162,1,7,mixture
8467622,8467622,1,7,mixture
6663999,6664217,219,7,mixture
1853998,1853998,1,7,mixture
7239466,7239466,1,7,mixture
9392054,9392054,1,7,mixture
8967008,8967008,1,7,mixture
1942156,1942156,1,7,mixture
6311745,6311745,1,7,mixture
14931,14931,1,7,mixture
3709281,3709281,1,7,mixture
5475297,5475297,1,7,mixture
8071410,8071410,1,7,mixture
2178943,2178943,1,7,mixture
184970,184970,1,7,mixture
4101393,4101393,1,7,mixture
9834600,9834782,183,7,mixture
7056209,7056209,1,7,mixture
1508502,1508502,1,7,mixture
6401869,6401869,1,7,mixture
3711935,3711935,1,7,mixture
7283129,7283129,1,7,mixture
7972931,7972931,1,7,mixture
565178,565178,1,7,mixture
1082753,1082753,1,7,mixture
5802127,5802127,1,7,mixture
2852649,2852649,1,7,mixture
4770970,4770970,1,7,mixture
9836216,9836216,1,7,mixture
4595760,4595760,1,7,mixture
1753027,1753027,1,7,mixture
1411101,1411101,1,7,mixture
1809426,1809426,1,7,mixture
6949966,6949966,1,7,mixture
636546,636550,5,7,mixture
1979893,1979893,1,7,mixture
3302258,3302287,30,7,mixture
284494,284494,1,7,mixture
4318360,4318360,1,7,mixture
3303332,3303332,1,7,mixture
366499,366499,1,7,mixture
4533123,4533123,1,7,mixture
6672807,6673128,322,7,mixture
289340,289809,470,7,mixture
7108298,7108298,1,7,mixture
2404911,2404911,1,7,mixture
7039807,7039849,43,7,mixture
5378651,5378918,268,7,mixture
2245672,2246244,573,7,mixture
5743175,5743175,1,7,mixture
5061615,5061615,1,7,mixture
9909960,9909960,1,7,mixture
3050889,3050889,1,7,mixture
6613671,6613671,1,7,mixture
2192329,2192329,1,7,mixture
6342210,6342210,1,7,mixture
6579343,6579366,24,7,mixture
17735,17936,202,7,mixture
1075894,1075894,1,7,mixture
5658474,5658474,1,7,mixture
9895402,9895402,1,7,mixture
2241881,2241881,1,7,mixture
1941146,1942156,1011,7,mixture
554373,554373,1,7,mixture
4742165,4742165,1,7,mixture
4886951,4886951,1,7,mixture
9126050,9126050,1,7,mixture
6135993,6135993,1,7,mixture
1018538,1018538,1,7,mixture
7983142,7983142,1,7,mixture
3821972,3821972,1,7,mixture
1702866,1702866,1,7,mixture
8653324,8653324,1,7,mixture
210642,210642,1,7,mixture
7485888,7485888,1,7,mixture
8904000,8904000,1,7,mixture
8563519,8563519,1,7,mixture
8462691,8462691,1,7,mixture
2028599,2028599,1,7,mixture
1952869,1952869,1,7,mixture
29035,29035,1,7,mixture
1628538,1628538,1,7,mixture
5030232,5030232,1,7,mixture
3030653,3030653,1,7,mixture
3765522,3765522,1,7,mixture
7131046,7131046,1,7,mixture
3541458,3541458,1,7,mixture
5608949,5608949,1,7,mixture
5830437,5830437,1,7,mixture
625461,625461,1,7,mixture
1709605,1709605,1,7,mixture
2582777,2582777,1,7,mixture
1394890,1394890,1,7,mixture
5205494,5205494,1,7,mixture
5814718,5814718,1,7,mixture
2906229,2906229,1,7,mixture
8914043,8914043,1,7,mixture
1118292,1118292,1,7,mixture
89954,91694,1741,7,mixture
9564876,9564876,1,7,mixture
9765645,9765645,1,7,mixture
3861941,3861941,1,7,mixture
4872167,4872167,1,7,mixture
1066728,1066728,1,7,mixture
9181424,9181424,1,7,mixture
9221046,9221046,1,7,mixture
6578465,6578465,1,7,mixture
3139788,3139788,1,7,mixture
7091012,7091012,1,7,mixture
9264428,9264428,1,7,mixture
1643572,1643572,1,7,mixture
9040218,9040218,1,7,mixture
1601129,1601129,1,7,mixture
1116591,1116591,1,7,mixture
4105397,4105397,1,7,mixture
833179,833179,1,7,mixture
265318,265318,1,7,mixture
203275,203275,1,7,mixture
1113044,1113184,141,7,mixture
624470,624470,1,7,mixture
3665304,3665304,1,7,mixture
1499592,1499592,1,7,mixture
3795053,3795070,18,7,mixture
9420151,9420151,1,7,mixture
2514503,2514503,1,7,mixture
7103592,7103592,1,7,mixture
8247469,8247469,1,7,mixture
4463760,4463760,1,7,mixture
1312532,1312532,1,7,mixture
8262791,8262791,1,7,mixture
4713090,4713090,1,7,mixture
7270637,7270637,1,7,mixture
6349031,6349031,1,7,mixture
8593945,8593945,1,7,mixture
1181590,1181590,1,7,mixture
3851772,3851772,1,7,mixture
4554571,4554571,1,7,mixture
69483,69483,1,7,mixture
8198664,8198664,1,7,mixture
885612,885628,17,7,mixture
9054710,9054710,1,7,mixture
6826279,6826279,1,7,mixture
4824409,4824409,1,7,mixture
6487901,6487901,1,7,mixture
3349358,3349358,1,7,mixture
2113466,2113466,1,7,mixture
3141403,3141403,1,7,mixture
1066728,1066728,1,7,mixture
7542741,7542741,1,7,mixture
2645362,2645375,14,7,mixture
9189240,9189240,1,7,mixture
3893400,3893400,1,7,mixture
4420190,4420190,1,7,mixture
3000730,3000730,1,7,mixture
8901047,8901047,1,7,mixture
3041761,3041761,1,7,mixture
1601679,1601679,1,7,mixture
6130403,6130403,1,7,mixture
604160,604160,1,7,mixture
6702939,6702939,1,7,mixture
193755,193825,71,7,mixture
7014038,7014038,1,7,mixture
302455,302455,1,7,mixture
9231151,9231151,1,7,mixture
3590714,3590714,1,7,mixture
9776830,9776830,1,7,mixture
8438853,8438853,1,7,mixture
4468177,4468177,1,7,mixture
9311651,9311651,1,7,mixture
9957400,9957493,94,7,mixture
7716959,7716959,1,7,mixture
2133720,2133753,34,7,mixture
4331056,4331056,1,7,mixture
6097684,6097684,1,7,mixture
7521549,7521549,1,7,mixture
3448187,3448187,1,7,mixture
1857712,1857712,1,7,mixture
9450933,9450933,1,7,mixture
8777674,8777674,1,7,mixture
8365939,8365939,1,7,mixture
5743764,5743764,1,7,mixture
6308147,6308147,1,7,mixture
1871922,1871922,1,7,mixture
1766779,1766779,1,7,mixture
7322052,7322052,1,7,mixture
3125858,3125858,1,7,mixture
540100,540100,1,7,mixture
2850291,2850291,1,7,mixture
945146,945146,1,7,mixture
5638023,5638023,1,7,mixture
3828734,3828734,1,7,mixture
3298961,3298961,1,7,mixture
1723916,1723916,1,7,mixture
3014319,3016444,2126,7,mixture
6251599,6251639,41,7,mixture
8106465,8106465,1,7,mixture
4978143,4978143,1,7,mixture
9685194,9685194,1,7,mixture
1149536,1149536,1,7,mixture
2432961,2432963,3,7,mixture
1417206,1417206,1,7,mixture
7696417,7696417,1,7,mixture
1811104,1811104,1,7,mixture
4797192,4797192,1,7,mixture
1936621,1936621,1,7,mixture
2827253,2827253,1,7,mixture
7200283,7200283,1,7,mixture
3951401,3951401,1,7,mixture
2500144,2500144,1,7,mixture
4494059,4494059,1,7,mixture
1297634,1297634,1,7,mixture
7306038,7306170,133,7,mixture
8783905,8783905,1,7,mixture
8713355,8713355,1,7,mixture
6280686,6280686,1,7,mixture
9054710,9054710,1,7,mixture
5166410,5166410,1,7,mixture
3467254,3467254,1,7,mixture
8764042,8764042,1,7,mixture
6278547,6278547,1,7,mixture
768527,768527,1,7,mixture
92848,92848,1,7,mixture
3805556,3805556,1,7,mixture
6191609,6191609,1,7,mixture
6739354,6739354,1,7,mixture
4895166,4895198,33,7,mixture
1830758,1831001,244,7,mixture
6216602,6216602,1,7,mixture
1696692,1696692,1,7,mixture
8197877,8198318,442,7,mixture
8377861,8377861,1,7,mixture
8939888,8939888,1,7,mixture
5539456,5539456,1,7,mixture
1944693,1944693,1,7,mixture
6840953,6840953,1,7,mixture
3421174,3421174,1,7,mixture
1338058,1338058,1,7,mixture
4531959,4531959,1,7,mixture
233364,233364,1,7,mixture
8783069,8783069,1,7,mixture
8284729,8284729,1,7,mixture
3669371,3669371,1,7,mixture
8184073,8184073,1,7,mixture
5729606,5729606,1,7,mixture
741347,741347,1,7,mixture
7546268,7546268,1,7,mixture
744039,744039,1,7,mixture
2122795,2122795,1,7,mixture
112472,112472,1,7,mixture
3834784,3834784,1,7,mixture
6677783,6677783,1,7,mixture
9705884,9705884,1,7,mixture
8338424,8338424,1,7,mixture
8868710,8868725,16,7,mixture
1950390,1950404,15,7,mixture
5638221,5638221,1,7,mixture
3320371,3320371,1,7,mixture
4770069,4770079,11,7,mixture
1782931,1782931,1,7,mixture
9741347,9741347,1,7,mixture
2150814,2150814,1,7,mixture
862088,862088,1,7,mixture
2208552,2208552,1,7,mixture
1441236,1441236,1,7,mixture
7310694,7310694,1,7,mixture
6696051,6696051,1,7,mixture
4650447,4650447,1,7,mixture
6700847,6700847,1,7,mixture
9839215,9839215,1,7,mixture
1406007,1406007,1,7,mixture
5636026,5636026,1,7,mixture
4889936,4889936,1,7,mixture
5605212,5605212,1,7,mixture
1517631,1517631,1,7,mixture
1797996,1797996,1,7,mixture
5577405,5577468,64,7,mixture
6414544,6414544,1,7,mixture
4032481,4032503,23,7,mixture
457929,457929,1,7,mixture
2266893,2266893,1,7,mixture
6153822,6153822,1,7,mixture
2728513,2728513,1,7,mixture
5501499,5501499,1,7,mixture
4456522,4456522,1,7,mixture
3495621,3495621,1,7,mixture
1368944,1368944,1,7,mixture
2538867,2538867,1,7,mixture
2024835,2024835,1,7,mixture
3169624,3169624,1,7,mixture
2858583,2858583,1,7,mixture
3893465,3893465,1,7,mixture
6593254,6593254,1,7,mixture
9249305,9249305,1,7,mixture
3320990,3320990,1,7,mixture
6951,6951,1,7,mixture
3137010,3137010,1,7,mixture
5099568,5099568,1,7,mixture
5395960,5395960,1,7,mixture
1649224,1649224,1,7,mixture
6114718,6114718,1,7,mixture
7986972,7986972,1,7,mixture
4858846,4858846,1,7,mixture
2658187,2658187,1,7,mixture
855912,855912,1,7,mixture
2715527,2715527,1,7,mixture
781793,781793,1,7,mixture
2859465,2859465,1,7,mixture
1892511,1892511,1,7,mixture
6041446,6041446,1,7,mixture
2999203,2999203,1,7,mixture
5056267,5057136,870,7,mixture
7945848,7945848,1,7,mixture
8374029,8374029,1,7,mixture
4748662,4748662,1,7,mixture
1178288,1178527,240,7,mixture
9201139,9201139,1,7,mixture
8125397,8126692,1296,7,mixture
2176950,2176950,1,7,mixture
969590,969590,1,7,mixture
2083246,2083311,66,7,mixture
5678597,5678597,1,7,mixture
1049572,1049572,1,7,mixture
8655631,8655631,1,7,mixture
3239043,3239043,1,7,mixture
8595626,8595626,1,7,mixture
9136956,9136956,1,7,mixture
5432967,5432967,1,7,mixture
673243,673243,1,7,mixture
6624766,6624766,1,7,mixture
6161483,6161483,1,7,mixture
3558979,3558979,1,7,mixture
3321814,3321814,1,7,mixture
7580827,7580827,1,7,mixture
7052349,7052349,1,7,mixture
4594556,4594556,1,7,mixture
7706335,7706360,26,7,mixture
5625902,5625902,1,7,mixture
7910359,7910359,1,7,mixture
3596720,3596720,1,7,mixture
1193922,1193987,66,7,mixture
4038810,4038810,1,7,mixture
1045183,1045183,1,7,mixture
6683614,6683614,1,7,mixture
452338,452338,1,7,mixture
1141591,1141591,1,7,mixture
8738050,8738050,1,7,mixture
7806043,7806097,55,7,mixture
3337468,3337468,1,7,mixture
1777913,1778637,725,7,mixture
2538867,2538867,1,7,mixture
6758664,6758664,1,7,mixture
5386740,5386740,1,7,mixture
4554224,4554224,1,7,mixture
9257596,9257596,1,7,mixture
6525595,6525595,1,7,mixture
2137121,2137121,1,7,mixture
8616391,8616391,1,7,mixture
6325580,6325580,1,7,mixture
5910877,5910954,78,7,mixture
2749800,2750352,553,7,mixture
3037472,3037521,50,7,mixture
8616902,8616980,79,7,mixture
4895166,4895198,33,7,mixture
8812137,8812137,1,7,mixture
6814892,6814892,1,7,mixture
7457947,7457947,1,7,mixture
1396508,1396508,1,7,mixture
6770834,6770942,109,7,mixture
8242345,8242345,1,7,mixture
2977737,2977737,1,7,mixture
2028371,2028371,1,7,mixture
3487431,3487431,1,7,mixture
7052349,7052349,1,7,mixture
3475751,3475751,1,7,mixture
3950527,3950527,1,7,mixture
7322052,7322052,1,7,mixture
6581672,6581672,1,7,mixture
3786878,3787026,149,7,mixture
4150126,4150126,1,7,mixture
6635407,6635407,1,7,mixture
7099077,7099077,1,7,mixture
3712416,3712416,1,7,mixture
8273240,8273240,1,7,mixture
5856860,5857120,261,7,mixture
651732,651732,1,7,mixture
3911051,3911133,83,7,mixture
4954051,4954740,690,7,mixture
2854860,2854860,1,7,mixture
3319344,3319463,120,7,mixture
7294711,7294711,1,7,mixture
6758877,6758877,1,7,mixture
5642001,5642001,1,7,mixture
6801090,6801090,1,7,mixture
8820574,8820574,1,7,mixture
8741646,8742485,840,7,mixture
9201336,9201336,1,7,mixture
8127622,8127622,1,7,mixture
3840152,3840152,1,7,mixture
8035934,8035934,1,7,mixture
9275223,9275223,1,7,mixture
6968029,6968029,1,7,mixture
4508498,4508498,1,7,mixture
6479354,6479743,390,7,mixture
7931481,7931481,1,7,mixture
7013319,7013319,1,7,mixture
