obs_start,obs_end,length,iteration,distribution
2604327,2604327,1,16,geom2
5209768,5209768,1,16,geom2
8496236,8496236,1,16,geom2
8912110,8912110,1,16,geom2
3188579,3188579,1,16,geom2
1250087,1250087,1,16,geom2
2169400,2169400,1,16,geom2
2103872,2103872,1,16,geom2
3007112,3007112,1,16,geom2
5330983,5330983,1,16,geom2
8563445,8563519,75,16,geom2
9427752,9427752,1,16,geom2
1567204,1567204,1,16,geom2
9085432,9085432,1,16,geom2
4971457,4971457,1,16,geom2
6512955,6512955,1,16,geom2
9921901,9921901,1,16,geom2
8005046,8005046,1,16,geom2
3903847,3903919,73,16,geom2
191441,191441,1,16,geom2
7541829,7541829,1,16,geom2
2562817,2562817,1,16,geom2
6545025,6545026,2,16,geom2
601670,601670,1,16,geom2
1449913,1449913,1,16,geom2
7002766,7002766,1,16,geom2
1464439,1464439,1,16,geom2
6327490,6327490,1,16,geom2
7004677,7004677,1,16,geom2
9910022,9910022,1,16,geom2
4524083,4524083,1,16,geom2
6706527,6706527,1,16,geom2
7273986,7273986,1,16,geom2
6768248,6768248,1,16,geom2
3453966,3453966,1,16,geom2
5034960,5034960,1,16,geom2
1169271,1169271,1,16,geom2
1349361,1349392,32,16,geom2
3243384,3243384,1,16,geom2
6203925,6203925,1,16,geom2
1367990,1367990,1,16,geom2
9970250,9970250,1,16,geom2
5378172,5378172,1,16,geom2
2345586,2345586,1,16,geom2
4768521,4768545,25,16,geom2
6302818,6302973,156,16,geom2
377409,377409,1,16,geom2
7087517,7087517,1,16,geom2
3606667,3606667,1,16,geom2
8705414,8705414,1,16,geom2
6353356,6353356,1,16,geom2
4950121,4950121,1,16,geom2
4097349,4097349,1,16,geom2
7777859,7777859,1,16,geom2
1483274,1483274,1,16,geom2
1359714,1359714,1,16,geom2
9917132,9917132,1,16,geom2
9747813,9747813,1,16,geom2
4637929,4637929,1,16,geom2
2181380,2181380,1,16,geom2
2719112,2719152,41,16,geom2
6899584,6899584,1,16,geom2
8243365,8243365,1,16,geom2
8805587,8805587,1,16,geom2
1940404,1940404,1,16,geom2
7267969,7267969,1,16,geom2
1846457,1846457,1,16,geom2
1935994,1935994,1,16,geom2
1026285,1026285,1,16,geom2
3110714,3110714,1,16,geom2
8705696,8705696,1,16,geom2
461968,461968,1,16,geom2
6853346,6853353,8,16,geom2
406285,406285,1,16,geom2
7239466,7239466,1,16,geom2
7933377,7933377,1,16,geom2
1318360,1318360,1,16,geom2
5983386,5983386,1,16,geom2
7125842,7125931,90,16,geom2
9637195,9637195,1,16,geom2
9575766,9575766,1,16,geom2
7282670,7282682,13,16,geom2
8579445,8579445,1,16,geom2
8764492,8764492,1,16,geom2
9599728,9599728,1,16,geom2
5813813,5813813,1,16,geom2
3563068,3563068,1,16,geom2
2120138,2120138,1,16,geom2
1861720,1861720,1,16,geom2
1327746,1327746,1,16,geom2
8628127,8628127,1,16,geom2
6025158,6025185,28,16,geom2
4172830,4172830,1,16,geom2
4114716,4114716,1,16,geom2
3855486,3855486,1,16,geom2
6256308,6256308,1,16,geom2
9473326,9473326,1,16,geom2
7066082,7066082,1,16,geom2
3448443,3448443,1,16,geom2
755494,755494,1,16,geom2
9918254,9918254,1,16,geom2
5913996,5913996,1,16,geom2
2404845,2404854,10,16,geom2
1485066,1485066,1,16,geom2
9406817,9406817,1,16,geom2
307016,307016,1,16,geom2
4303960,4303960,1,16,geom2
4580941,4580941,1,16,geom2
7447095,7447095,1,16,geom2
9105177,9105177,1,16,geom2
9330028,9330028,1,16,geom2
3963928,3963928,1,16,geom2
9897757,9897757,1,16,geom2
8281175,8281175,1,16,geom2
6546310,6546310,1,16,geom2
1170520,1170549,30,16,geom2
4872592,4872592,1,16,geom2
2435434,2435434,1,16,geom2
755988,755988,1,16,geom2
5670476,5670476,1,16,geom2
2012707,2012707,1,16,geom2
9633290,9633290,1,16,geom2
4141149,4141149,1,16,geom2
9320177,9320177,1,16,geom2
1332006,1332006,1,16,geom2
2145388,2145388,1,16,geom2
8312278,8312278,1,16,geom2
8541375,8541375,1,16,geom2
5590313,5590313,1,16,geom2
6615568,6615568,1,16,geom2
1669580,1669580,1,16,geom2
1328429,1328429,1,16,geom2
9431542,9431542,1,16,geom2
5901376,5901376,1,16,geom2
6292556,6292556,1,16,geom2
7490274,7490274,1,16,geom2
4215006,4215006,1,16,geom2
7370364,7370364,1,16,geom2
2095702,2095702,1,16,geom2
3828703,3828703,1,16,geom2
3255256,3255256,1,16,geom2
5856860,5856860,1,16,geom2
7614711,7614711,1,16,geom2
7739544,7739544,1,16,geom2
4059296,4059296,1,16,geom2
3787026,3787026,1,16,geom2
8882030,8882030,1,16,geom2
3733093,3733093,1,16,geom2
4238743,4238743,1,16,geom2
5645734,5645734,1,16,geom2
9966347,9966419,73,16,geom2
4238029,4238029,1,16,geom2
7508816,7508816,1,16,geom2
3824981,3824981,1,16,geom2
183425,183425,1,16,geom2
1996762,1996762,1,16,geom2
9035743,9035743,1,16,geom2
182546,182546,1,16,geom2
8452810,8452810,1,16,geom2
8318153,8318153,1,16,geom2
9411398,9411398,1,16,geom2
6276808,6276808,1,16,geom2
9312140,9312140,1,16,geom2
293833,293833,1,16,geom2
5718594,5718594,1,16,geom2
2998970,2998970,1,16,geom2
2230119,2230119,1,16,geom2
7982803,7982803,1,16,geom2
8100720,8100720,1,16,geom2
8180733,8180733,1,16,geom2
3374951,3374951,1,16,geom2
2380,2398,19,16,geom2
6262340,6262340,1,16,geom2
4902637,4902637,1,16,geom2
7481009,7481009,1,16,geom2
2748737,2748737,1,16,geom2
3834006,3834006,1,16,geom2
267344,267344,1,16,geom2
4032481,4032503,23,16,geom2
1155674,1155674,1,16,geom2
8864585,8864585,1,16,geom2
7986331,7986331,1,16,geom2
3217311,3217311,1,16,geom2
7911454,7911454,1,16,geom2
353201,353323,123,16,geom2
715609,715609,1,16,geom2
4655720,4655720,1,16,geom2
1770356,1770356,1,16,geom2
8904000,8904000,1,16,geom2
297944,297944,1,16,geom2
4540183,4540183,1,16,geom2
7416376,7416592,217,16,geom2
6265206,6265206,1,16,geom2
8419605,8419605,1,16,geom2
5977889,5977889,1,16,geom2
1187728,1187728,1,16,geom2
7765989,7765989,1,16,geom2
1069385,1069385,1,16,geom2
2028283,2028283,1,16,geom2
5144320,5144320,1,16,geom2
4897106,4897106,1,16,geom2
4955986,4955986,1,16,geom2
8838762,8838762,1,16,geom2
7865368,7865368,1,16,geom2
8854478,8854478,1,16,geom2
432743,432743,1,16,geom2
3575207,3575207,1,16,geom2
3202903,3202903,1,16,geom2
6619615,6619615,1,16,geom2
3898566,3898566,1,16,geom2
1591525,1591525,1,16,geom2
7094557,7094557,1,16,geom2
1723072,1723072,1,16,geom2
984972,984972,1,16,geom2
5574669,5574669,1,16,geom2
1985859,1985859,1,16,geom2
2012109,2012109,1,16,geom2
1784899,1784899,1,16,geom2
2743812,2743812,1,16,geom2
7982803,7982803,1,16,geom2
7519264,7519264,1,16,geom2
3753219,3753219,1,16,geom2
8653528,8653528,1,16,geom2
3885756,3885756,1,16,geom2
2443783,2443783,1,16,geom2
5382247,5382247,1,16,geom2
6327259,6327259,1,16,geom2
8088390,8088390,1,16,geom2
2716875,2716875,1,16,geom2
1921209,1921209,1,16,geom2
9787736,9787736,1,16,geom2
6531830,6531830,1,16,geom2
7008928,7008928,1,16,geom2
6581630,6581672,43,16,geom2
8161898,8161918,21,16,geom2
6647324,6647324,1,16,geom2
5529081,5529081,1,16,geom2
6262340,6262340,1,16,geom2
8722443,8722443,1,16,geom2
3923291,3923291,1,16,geom2
8100870,8100899,30,16,geom2
3296904,3296904,1,16,geom2
7371047,7371047,1,16,geom2
3753645,3753773,129,16,geom2
940678,940678,1,16,geom2
8771513,8771513,1,16,geom2
1126798,1126798,1,16,geom2
5233459,5233459,1,16,geom2
3795070,3795070,1,16,geom2
7594762,7594762,1,16,geom2
4668389,4668389,1,16,geom2
6224670,6224670,1,16,geom2
840722,840722,1,16,geom2
5869482,5869482,1,16,geom2
3721998,3721998,1,16,geom2
257655,257655,1,16,geom2
7781014,7781014,1,16,geom2
2529417,2529417,1,16,geom2
9519403,9519403,1,16,geom2
2290295,2290295,1,16,geom2
3756289,3756289,1,16,geom2
7051273,7051273,1,16,geom2
7518186,7518186,1,16,geom2
7795721,7795721,1,16,geom2
7345391,7345391,1,16,geom2
3363155,3363155,1,16,geom2
5726987,5726987,1,16,geom2
7746256,7746256,1,16,geom2
82500,82500,1,16,geom2
2642752,2642752,1,16,geom2
9621721,9621721,1,16,geom2
1035490,1035490,1,16,geom2
3201206,3201206,1,16,geom2
8764985,8764985,1,16,geom2
8067049,8067049,1,16,geom2
4410146,4410146,1,16,geom2
636959,636959,1,16,geom2
9817288,9817288,1,16,geom2
6758725,6758725,1,16,geom2
6563970,6563970,1,16,geom2
8836936,8836936,1,16,geom2
6701495,6701607,113,16,geom2
4991577,4991577,1,16,geom2
3000452,3000452,1,16,geom2
2005085,2005085,1,16,geom2
5526647,5526647,1,16,geom2
5847402,5847402,1,16,geom2
9161293,9161293,1,16,geom2
3329787,3329787,1,16,geom2
7944527,7944527,1,16,geom2
254642,254642,1,16,geom2
1542707,1542707,1,16,geom2
9976366,9976366,1,16,geom2
7784742,7784742,1,16,geom2
8822068,8822068,1,16,geom2
3217875,3217875,1,16,geom2
9183508,9183508,1,16,geom2
9485209,9485209,1,16,geom2
3169624,3169624,1,16,geom2
9963693,9963693,1,16,geom2
8506568,8506568,1,16,geom2
8284277,8284277,1,16,geom2
8064182,8064182,1,16,geom2
7921393,7921393,1,16,geom2
6275245,6275245,1,16,geom2
3210279,3210279,1,16,geom2
2592982,2592982,1,16,geom2
7409279,7409279,1,16,geom2
7466856,7466856,1,16,geom2
6063511,6063511,1,16,geom2
1250842,1250842,1,16,geom2
748151,748151,1,16,geom2
7099752,7099869,118,16,geom2
4395480,4395480,1,16,geom2
6540456,6540456,1,16,geom2
9776107,9776107,1,16,geom2
3575990,3575990,1,16,geom2
8156468,8156470,3,16,geom2
9541972,9541972,1,16,geom2
3993713,3993713,1,16,geom2
388264,388264,1,16,geom2
4118804,4118804,1,16,geom2
7331004,7331004,1,16,geom2
3149036,3149036,1,16,geom2
8996204,8996204,1,16,geom2
3454771,3454771,1,16,geom2
9603593,9603593,1,16,geom2
8738050,8738050,1,16,geom2
98109,98109,1,16,geom2
8477781,8477781,1,16,geom2
2332196,2332196,1,16,geom2
2631710,2631710,1,16,geom2
9045674,9045674,1,16,geom2
179620,179620,1,16,geom2
2151431,2151431,1,16,geom2
835063,835063,1,16,geom2
7519814,7519814,1,16,geom2
8653528,8653597,70,16,geom2
66536,66536,1,16,geom2
960023,960023,1,16,geom2
323553,323553,1,16,geom2
2231508,2231508,1,16,geom2
5851357,5851357,1,16,geom2
4141149,4141149,1,16,geom2
3786105,3786105,1,16,geom2
7935546,7935546,1,16,geom2
2500144,2500144,1,16,geom2
7336646,7336646,1,16,geom2
2010625,2010625,1,16,geom2
7633863,7633863,1,16,geom2
8840067,8840067,1,16,geom2
78873,78956,84,16,geom2
781351,781351,1,16,geom2
4901519,4901571,53,16,geom2
4190950,4190950,1,16,geom2
6809056,6809056,1,16,geom2
1453756,1453756,1,16,geom2
5849012,5849012,1,16,geom2
1743195,1743195,1,16,geom2
6952590,6952590,1,16,geom2
2778996,2778996,1,16,geom2
2322916,2322916,1,16,geom2
7486065,7486065,1,16,geom2
6573267,6573403,137,16,geom2
1395234,1395234,1,16,geom2
5829234,5829234,1,16,geom2
6864985,6864985,1,16,geom2
4637260,4637260,1,16,geom2
343024,343024,1,16,geom2
9721975,9721975,1,16,geom2
2667685,2667685,1,16,geom2
8461663,8461663,1,16,geom2
5767431,5767431,1,16,geom2
8086200,8086200,1,16,geom2
8598609,8598609,1,16,geom2
291576,291576,1,16,geom2
5311714,5311714,1,16,geom2
7289096,7289096,1,16,geom2
796661,796661,1,16,geom2
966170,966170,1,16,geom2
5338751,5338751,1,16,geom2
3933937,3933937,1,16,geom2
9003506,9003506,1,16,geom2
851827,851827,1,16,geom2
3480562,3480562,1,16,geom2
4770970,4770970,1,16,geom2
6075380,6075380,1,16,geom2
5433131,5433131,1,16,geom2
1574196,1574201,6,16,geom2
9641491,9641491,1,16,geom2
3840578,3840578,1,16,geom2
6590081,6590081,1,16,geom2
9583569,9583569,1,16,geom2
680046,680046,1,16,geom2
2912738,2912738,1,16,geom2
5012576,5012576,1,16,geom2
5966273,5966273,1,16,geom2
8076214,8076214,1,16,geom2
9050615,9050615,1,16,geom2
2788803,2788803,1,16,geom2
4233077,4233077,1,16,geom2
8282156,8282156,1,16,geom2
6540146,6540146,1,16,geom2
5791202,5791202,1,16,geom2
1275720,1275720,1,16,geom2
7185678,7185678,1,16,geom2
9604471,9604471,1,16,geom2
2259313,2259313,1,16,geom2
5259686,5259686,1,16,geom2
2856977,2856977,1,16,geom2
355641,355641,1,16,geom2
1139642,1139642,1,16,geom2
3754357,3754357,1,16,geom2
8705594,8705594,1,16,geom2
7022117,7022117,1,16,geom2
1802201,1802201,1,16,geom2
7494808,7494808,1,16,geom2
3663361,3663361,1,16,geom2
5932931,5932931,1,16,geom2
7036836,7036836,1,16,geom2
9203866,9203866,1,16,geom2
9834296,9834296,1,16,geom2
8771163,8771163,1,16,geom2
8596300,8596300,1,16,geom2
199168,199177,10,16,geom2
7151508,7151508,1,16,geom2
6236142,6236142,1,16,geom2
5024188,5024188,1,16,geom2
3152558,3152558,1,16,geom2
3032159,3032159,1,16,geom2
8143267,8143267,1,16,geom2
7599348,7599348,1,16,geom2
7657573,7657573,1,16,geom2
3423142,3423142,1,16,geom2
2138140,2138140,1,16,geom2
4387574,4387574,1,16,geom2
221659,221659,1,16,geom2
6063625,6063625,1,16,geom2
9152193,9152193,1,16,geom2
6407310,6407310,1,16,geom2
549506,549506,1,16,geom2
9644558,9644558,1,16,geom2
7880523,7880523,1,16,geom2
945146,945146,1,16,geom2
2940402,2940402,1,16,geom2
5857674,5857674,1,16,geom2
4288584,4288584,1,16,geom2
2997040,2997040,1,16,geom2
3072007,3072007,1,16,geom2
1866304,1866304,1,16,geom2
3052878,3052878,1,16,geom2
6896883,6896883,1,16,geom2
8194999,8194999,1,16,geom2
1446647,1446647,1,16,geom2
1413532,1413532,1,16,geom2
5857120,5857120,1,16,geom2
6590081,6590081,1,16,geom2
6484773,6484773,1,16,geom2
5892951,5892951,1,16,geom2
3304220,3304220,1,16,geom2
8356117,8356117,1,16,geom2
6359599,6359599,1,16,geom2
3943608,3943608,1,16,geom2
5638114,5638114,1,16,geom2
4324091,4324091,1,16,geom2
9934354,9934354,1,16,geom2
556908,556908,1,16,geom2
787253,787253,1,16,geom2
471471,471471,1,16,geom2
8614776,8614776,1,16,geom2
1540871,1540871,1,16,geom2
8889888,8889888,1,16,geom2
3382339,3382339,1,16,geom2
3549224,3549224,1,16,geom2
3239043,3239043,1,16,geom2
7812768,7812768,1,16,geom2
3580108,3580108,1,16,geom2
5474068,5474110,43,16,geom2
7441624,7441638,15,16,geom2
3848761,3848789,29,16,geom2
2682088,2682088,1,16,geom2
4804665,4804665,1,16,geom2
6267593,6267593,1,16,geom2
9331160,9331160,1,16,geom2
2582777,2582777,1,16,geom2
4564587,4564635,49,16,geom2
5236178,5236178,1,16,geom2
5847402,5847402,1,16,geom2
9995461,9995461,1,16,geom2
8596954,8596954,1,16,geom2
6249608,6249608,1,16,geom2
4360657,4360657,1,16,geom2
71690,71690,1,16,geom2
8221270,8221270,1,16,geom2
1088919,1088925,7,16,geom2
6649412,6649412,1,16,geom2
6252161,6252161,1,16,geom2
441531,441531,1,16,geom2
3642945,3642945,1,16,geom2
3603978,3603978,1,16,geom2
8697673,8697673,1,16,geom2
199168,199168,1,16,geom2
8095241,8095241,1,16,geom2
5176831,5176831,1,16,geom2
5517427,5517427,1,16,geom2
2406720,2406720,1,16,geom2
8149968,8149968,1,16,geom2
4375503,4375503,1,16,geom2
3637087,3637087,1,16,geom2
3776722,3776722,1,16,geom2
1740056,1740056,1,16,geom2
804069,804069,1,16,geom2
9089051,9089051,1,16,geom2
3654087,3654087,1,16,geom2
636841,636841,1,16,geom2
7781457,7781457,1,16,geom2
4941208,4941208,1,16,geom2
7933251,7933251,1,16,geom2
3629416,3629416,1,16,geom2
1010847,1010847,1,16,geom2
4289565,4289565,1,16,geom2
9835481,9835571,91,16,geom2
8478322,8478322,1,16,geom2
8130619,8130619,1,16,geom2
1668263,1668263,1,16,geom2
8672946,8672946,1,16,geom2
7734784,7734784,1,16,geom2
3977179,3977179,1,16,geom2
8368165,8368165,1,16,geom2
2506326,2506326,1,16,geom2
6278547,6278547,1,16,geom2
8604375,8604375,1,16,geom2
5232542,5232542,1,16,geom2
5475297,5475297,1,16,geom2
8420523,8420523,1,16,geom2
8149521,8149521,1,16,geom2
1577705,1577705,1,16,geom2
4635882,4636044,163,16,geom2
6052152,6052152,1,16,geom2
8067077,8067077,1,16,geom2
7238541,7238624,84,16,geom2
6840286,6840286,1,16,geom2
6949966,6949966,1,16,geom2
3125858,3125858,1,16,geom2
6593415,6593415,1,16,geom2
7905300,7905300,1,16,geom2
8196785,8196785,1,16,geom2
4150013,4150013,1,16,geom2
6898076,6898076,1,16,geom2
679983,679983,1,16,geom2
3292712,3292712,1,16,geom2
38131,38131,1,16,geom2
5235910,5235910,1,16,geom2
9970106,9970106,1,16,geom2
489902,490018,117,16,geom2
2518303,2518303,1,16,geom2
3840578,3840578,1,16,geom2
6933265,6933265,1,16,geom2
3351424,3351424,1,16,geom2
2456423,2456423,1,16,geom2
7605920,7605920,1,16,geom2
9811203,9811203,1,16,geom2
8526247,8526283,37,16,geom2
7517418,7517418,1,16,geom2
642414,642414,1,16,geom2
9676300,9676300,1,16,geom2
3023155,3023155,1,16,geom2
3741995,3741995,1,16,geom2
6426169,6426169,1,16,geom2
6322857,6322857,1,16,geom2
813814,813814,1,16,geom2
8353007,8353007,1,16,geom2
4100063,4100117,55,16,geom2
4574546,4574546,1,16,geom2
1940404,1940404,1,16,geom2
6694998,6694998,1,16,geom2
5575922,5575952,31,16,geom2
790281,790281,1,16,geom2
9066069,9066069,1,16,geom2
8582109,8582109,1,16,geom2
4941565,4941565,1,16,geom2
4714378,4714378,1,16,geom2
5035738,5035738,1,16,geom2
8097584,8097584,1,16,geom2
2264343,2264343,1,16,geom2
6794731,6794731,1,16,geom2
1009050,1009050,1,16,geom2
7236970,7236970,1,16,geom2
7279704,7279704,1,16,geom2
8647891,8647891,1,16,geom2
3012156,3012156,1,16,geom2
4146738,4146738,1,16,geom2
7895243,7895243,1,16,geom2
7758546,7758546,1,16,geom2
5267962,5267962,1,16,geom2
2247978,2247978,1,16,geom2
8479006,8479006,1,16,geom2
2942126,2942184,59,16,geom2
8158601,8158601,1,16,geom2
6537305,6537305,1,16,geom2
2196188,2196188,1,16,geom2
4956580,4956580,1,16,geom2
6694351,6694351,1,16,geom2
8163604,8163731,128,16,geom2
4708736,4708736,1,16,geom2
5633308,5633308,1,16,geom2
8782466,8782466,1,16,geom2
2771389,2771389,1,16,geom2
2302294,2302294,1,16,geom2
7271507,7271532,26,16,geom2
8489213,8489213,1,16,geom2
1018208,1018208,1,16,geom2
3248757,3248757,1,16,geom2
5023872,5023872,1,16,geom2
6261524,6261524,1,16,geom2
5414464,5414464,1,16,geom2
4681167,4681167,1,16,geom2
1151204,1151204,1,16,geom2
8689077,8689077,1,16,geom2
8700817,8700817,1,16,geom2
6436170,6436170,1,16,geom2
2009711,2009711,1,16,geom2
6351988,6351988,1,16,geom2
7209646,7209646,1,16,geom2
516563,516563,1,16,geom2
7241630,7241630,1,16,geom2
2322916,2322916,1,16,geom2
940756,940756,1,16,geom2
5599305,5599342,38,16,geom2
475775,475775,1,16,geom2
1582348,1582436,89,16,geom2
2671431,2671431,1,16,geom2
8752268,8752268,1,16,geom2
4292135,4292135,1,16,geom2
4734107,4734107,1,16,geom2
7764815,7764815,1,16,geom2
9780104,9780111,8,16,geom2
1597721,1597721,1,16,geom2
7479854,7479854,1,16,geom2
3448817,3448817,1,16,geom2
6995573,6995573,1,16,geom2
4813184,4813184,1,16,geom2
181427,181427,1,16,geom2
1153447,1153574,128,16,geom2
1656010,1656010,1,16,geom2
1395003,1395003,1,16,geom2
9025875,9025875,1,16,geom2
8778413,8778422,10,16,geom2
3608683,3608683,1,16,geom2
8026786,8026786,1,16,geom2
1596077,1596077,1,16,geom2
8683087,8683087,1,16,geom2
7660536,7660536,1,16,geom2
7604201,7604201,1,16,geom2
6359599,6359599,1,16,geom2
6633334,6633334,1,16,geom2
9823333,9823333,1,16,geom2
9710185,9710185,1,16,geom2
1425152,1425152,1,16,geom2
7630206,7630206,1,16,geom2
4303343,4303343,1,16,geom2
3828703,3828703,1,16,geom2
6342210,6342210,1,16,geom2
7224856,7224856,1,16,geom2
1423208,1423208,1,16,geom2
4363588,4363588,1,16,geom2
5804126,5804162,37,16,geom2
1806232,1806232,1,16,geom2
7003142,7003142,1,16,geom2
786953,786953,1,16,geom2
3037867,3037867,1,16,geom2
7236970,7236970,1,16,geom2
1158368,1158368,1,16,geom2
3306354,3306354,1,16,geom2
6210437,6210437,1,16,geom2
2360217,2360272,56,16,geom2
307264,307264,1,16,geom2
9315418,9315418,1,16,geom2
915842,915842,1,16,geom2
5540246,5540246,1,16,geom2
2611488,2611488,1,16,geom2
3342761,3342761,1,16,geom2
6864294,6864294,1,16,geom2
910821,910821,1,16,geom2
5538418,5538418,1,16,geom2
438638,438638,1,16,geom2
8319523,8319523,1,16,geom2
2535019,2535019,1,16,geom2
4860291,4860291,1,16,geom2
5102596,5102596,1,16,geom2
7249307,7249307,1,16,geom2
1440212,1440212,1,16,geom2
8781104,8781104,1,16,geom2
1865855,1865855,1,16,geom2
168811,168811,1,16,geom2
3320354,3320371,18,16,geom2
8308937,8308937,1,16,geom2
2247061,2247061,1,16,geom2
8355752,8355752,1,16,geom2
7480294,7480294,1,16,geom2
8092157,8092157,1,16,geom2
8503505,8503505,1,16,geom2
8163698,8163731,34,16,geom2
8779125,8779125,1,16,geom2
6314822,6314822,1,16,geom2
7775912,7775912,1,16,geom2
2681560,2681560,1,16,geom2
6644207,6644207,1,16,geom2
8799839,8799839,1,16,geom2
7449568,7449568,1,16,geom2
9147205,9147205,1,16,geom2
9839215,9839215,1,16,geom2
8432898,8432898,1,16,geom2
9077919,9077919,1,16,geom2
9871406,9871406,1,16,geom2
349273,349273,1,16,geom2
1349361,1349392,32,16,geom2
9707936,9707936,1,16,geom2
3755083,3755083,1,16,geom2
7056209,7056209,1,16,geom2
1081375,1081375,1,16,geom2
9064702,9064702,1,16,geom2
1600565,1600565,1,16,geom2
2895272,2895272,1,16,geom2
3917557,3917557,1,16,geom2
1385898,1385898,1,16,geom2
2836721,2836721,1,16,geom2
2011915,2011915,1,16,geom2
512731,512731,1,16,geom2
4955686,4955686,1,16,geom2
7937095,7937095,1,16,geom2
6642590,6642590,1,16,geom2
5293916,5293916,1,16,geom2
9808632,9808632,1,16,geom2
9294524,9294524,1,16,geom2
164062,164062,1,16,geom2
867316,867316,1,16,geom2
2099451,2099451,1,16,geom2
2113245,2113245,1,16,geom2
9074494,9074494,1,16,geom2
7962080,7962080,1,16,geom2
8432060,8432060,1,16,geom2
6670061,6670061,1,16,geom2
7010941,7010941,1,16,geom2
5641283,5641283,1,16,geom2
3266893,3266893,1,16,geom2
2612603,2612603,1,16,geom2
1461762,1461762,1,16,geom2
1865773,1865773,1,16,geom2
1588130,1588130,1,16,geom2
78956,78956,1,16,geom2
4309185,4309230,46,16,geom2
940678,940678,1,16,geom2
2171730,2171730,1,16,geom2
1581858,1581858,1,16,geom2
133224,133224,1,16,geom2
4835598,4835598,1,16,geom2
3680777,3680777,1,16,geom2
4517223,4517223,1,16,geom2
1184700,1184700,1,16,geom2
2193253,2193253,1,16,geom2
2143892,2143892,1,16,geom2
8375693,8375693,1,16,geom2
1982982,1982982,1,16,geom2
46582,46582,1,16,geom2
2778996,2778996,1,16,geom2
9050738,9050738,1,16,geom2
5622557,5622557,1,16,geom2
8280947,8280947,1,16,geom2
4715392,4715392,1,16,geom2
7135724,7135724,1,16,geom2
448715,448715,1,16,geom2
3424545,3424545,1,16,geom2
502767,502767,1,16,geom2
8161898,8161918,21,16,geom2
6650067,6650067,1,16,geom2
4149492,4149492,1,16,geom2
1200863,1200913,51,16,geom2
8724227,8724227,1,16,geom2
2725830,2725830,1,16,geom2
3993076,3993076,1,16,geom2
7563941,7563941,1,16,geom2
6728155,6728155,1,16,geom2
1037599,1037599,1,16,geom2
9622576,9622576,1,16,geom2
3907743,3907743,1,16,geom2
7772696,7772696,1,16,geom2
9641800,9641800,1,16,geom2
9638128,9638128,1,16,geom2
8678020,8678069,50,16,geom2
5767673,5767673,1,16,geom2
8340371,8340371,1,16,geom2
3086548,3086548,1,16,geom2
7429926,7429926,1,16,geom2
9947975,9947975,1,16,geom2
2300072,2300072,1,16,geom2
5331984,5331984,1,16,geom2
6563646,6563646,1,16,geom2
9389327,9389327,1,16,geom2
6692600,6692600,1,16,geom2
8388560,8388560,1,16,geom2
8432060,8432060,1,16,geom2
6641104,6641104,1,16,geom2
9864947,9864997,51,16,geom2
3015702,3015702,1,16,geom2
1046722,1046722,1,16,geom2
1558636,1558636,1,16,geom2
1184700,1184700,1,16,geom2
5726352,5726352,1,16,geom2
1481737,1481737,1,16,geom2
662093,662093,1,16,geom2
5676613,5676613,1,16,geom2
8442302,8442302,1,16,geom2
6770834,6770834,1,16,geom2
4907148,4907148,1,16,geom2
668820,668820,1,16,geom2
7994708,7994708,1,16,geom2
1003810,1003810,1,16,geom2
3011473,3011473,1,16,geom2
3295888,3295888,1,16,geom2
1834236,1834236,1,16,geom2
8239819,8239819,1,16,geom2
1734224,1734224,1,16,geom2
5329447,5329447,1,16,geom2
9414679,9414679,1,16,geom2
2068020,2068020,1,16,geom2
1141930,1141930,1,16,geom2
286331,286331,1,16,geom2
4074479,4074479,1,16,geom2
206627,206627,1,16,geom2
5765658,5765658,1,16,geom2
428084,428084,1,16,geom2
1538328,1538328,1,16,geom2
2291906,2292097,192,16,geom2
1917986,1917986,1,16,geom2
8125397,8125397,1,16,geom2
2784310,2784310,1,16,geom2
434664,434664,1,16,geom2
1823769,1823769,1,16,geom2
4018101,4018101,1,16,geom2
166617,166617,1,16,geom2
3941007,3941007,1,16,geom2
8959195,8959195,1,16,geom2
5963373,5963373,1,16,geom2
6545278,6545278,1,16,geom2
4078793,4078793,1,16,geom2
9252220,9252220,1,16,geom2
3159327,3159327,1,16,geom2
4764261,4764261,1,16,geom2
8584752,8584752,1,16,geom2
841790,841790,1,16,geom2
3677670,3677670,1,16,geom2
9888575,9888575,1,16,geom2
6988530,6988530,1,16,geom2
3581296,3581296,1,16,geom2
9907105,9907105,1,16,geom2
731951,731951,1,16,geom2
3251502,3251502,1,16,geom2
5578710,5578710,1,16,geom2
902143,902143,1,16,geom2
2274589,2274589,1,16,geom2
2151845,2151845,1,16,geom2
3169624,3169624,1,16,geom2
8344404,8344404,1,16,geom2
8396824,8396824,1,16,geom2
7275494,7275555,62,16,geom2
3659740,3659740,1,16,geom2
1998703,1998703,1,16,geom2
9316561,9316561,1,16,geom2
4657709,4657709,1,16,geom2
3809814,3809832,19,16,geom2
3523403,3523403,1,16,geom2
258483,258483,1,16,geom2
4295189,4295189,1,16,geom2
1282470,1282470,1,16,geom2
9894165,9894165,1,16,geom2
3241665,3241665,1,16,geom2
5738194,5738194,1,16,geom2
3350761,3350761,1,16,geom2
401193,401193,1,16,geom2
8582109,8582109,1,16,geom2
7084342,7084342,1,16,geom2
7116302,7116302,1,16,geom2
3367455,3367455,1,16,geom2
1663719,1663719,1,16,geom2
